city,userID,rank,path_ids,path_names,n_pois,total_profit,total_time_min
Athens,74375651@N05,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,4.989,208.0
Athens,74375651@N05,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,4.989,149.8
Athens,74375651@N05,3,Athens_20|Athens_17|Athens_9|Athens_13|Athens_10,Old Parliament → Numismatic Museum of Athens → Byzantine And Christian Museum → Museum of Cycladic Art → Athens War Museum,5,4.989,207.3
Athens,74492093@N00,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,74492093@N00,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,74492093@N00,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,74855102@N08,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,74855102@N08,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,74855102@N08,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,75979268@N05,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,75979268@N05,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,75979268@N05,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,76034525@N00,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,76034525@N00,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,76034525@N00,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,76043879@N00,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,76043879@N00,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,76043879@N00,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,76061256@N08,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,76061256@N08,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,76061256@N08,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,77116378@N03,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,77116378@N03,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,77116378@N03,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,77331425@N00,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,77331425@N00,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,77331425@N00,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,77434771@N08,1,Athens_20|Athens_17|Athens_11|Athens_10|Athens_5,Old Parliament → Numismatic Museum of Athens → Temple of Hephaestus → Athens War Museum → Temple of Olympian Zeus,5,3.5,211.4
Athens,77434771@N08,2,Athens_20|Athens_17|Athens_11|Athens_9|Athens_5,Old Parliament → Numismatic Museum of Athens → Temple of Hephaestus → Byzantine And Christian Museum → Temple of Olympian Zeus,5,3.5,223.8
Athens,77434771@N08,3,Athens_20|Athens_17|Athens_5|Athens_10|Athens_11,Old Parliament → Numismatic Museum of Athens → Temple of Olympian Zeus → Athens War Museum → Temple of Hephaestus,5,3.5,206.8
Athens,7753559@N02,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,7753559@N02,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,7753559@N02,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,7812564@N02,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,7812564@N02,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,7812564@N02,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,78383730@N05,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,78383730@N05,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,78383730@N05,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,7862062@N03,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,7862062@N03,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,7862062@N03,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,7863918@N08,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,7863918@N08,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,7863918@N08,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,79926738@N02,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,79926738@N02,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,79926738@N02,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,81918877@N00,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,81918877@N00,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,81918877@N00,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,82362654@N00,1,Athens_13|Athens_20|Athens_17|Athens_10|Athens_9,Museum of Cycladic Art → Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum,5,4.989,214.2
Athens,82362654@N00,2,Athens_13|Athens_20|Athens_17|Athens_9|Athens_10,Museum of Cycladic Art → Old Parliament → Numismatic Museum of Athens → Byzantine And Christian Museum → Athens War Museum,5,4.989,213.4
Athens,82362654@N00,3,Athens_13|Athens_20|Athens_10|Athens_17|Athens_9,Museum of Cycladic Art → Old Parliament → Athens War Museum → Numismatic Museum of Athens → Byzantine And Christian Museum,5,4.989,238.5
Athens,8238271@N08,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,8238271@N08,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,8238271@N08,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,82496804@N00,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,82496804@N00,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,82496804@N00,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,83065768@N07,1,Athens_11|Athens_5|Athens_20|Athens_17|Athens_10,Temple of Hephaestus → Temple of Olympian Zeus → Old Parliament → Numismatic Museum of Athens → Athens War Museum,5,3.5,195.7
Athens,83065768@N07,2,Athens_11|Athens_5|Athens_20|Athens_17|Athens_9,Temple of Hephaestus → Temple of Olympian Zeus → Old Parliament → Numismatic Museum of Athens → Byzantine And Christian Museum,5,3.5,208.9
Athens,83065768@N07,3,Athens_11|Athens_5|Athens_20|Athens_10|Athens_17,Temple of Hephaestus → Temple of Olympian Zeus → Old Parliament → Athens War Museum → Numismatic Museum of Athens,5,3.5,208.1
Athens,83133884@N00,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,83133884@N00,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,83133884@N00,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,83833206@N00,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,83833206@N00,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,83833206@N00,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,8523419@N08,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,8523419@N08,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,8523419@N08,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,85665266@N00,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,85665266@N00,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,85665266@N00,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,8593771@N02,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,8593771@N02,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,8593771@N02,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,86573568@N00,1,Athens_11|Athens_20|Athens_17|Athens_5|Athens_10,Temple of Hephaestus → Old Parliament → Numismatic Museum of Athens → Temple of Olympian Zeus → Athens War Museum,5,3.5,196.2
Athens,86573568@N00,2,Athens_11|Athens_20|Athens_17|Athens_5|Athens_9,Temple of Hephaestus → Old Parliament → Numismatic Museum of Athens → Temple of Olympian Zeus → Byzantine And Christian Museum,5,3.5,209.3
Athens,86573568@N00,3,Athens_11|Athens_20|Athens_10|Athens_5|Athens_17,Temple of Hephaestus → Old Parliament → Athens War Museum → Temple of Olympian Zeus → Numismatic Museum of Athens,5,3.5,208.7
Athens,87136546@N08,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,87136546@N08,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,87136546@N08,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,87246644@N07,1,Athens_20|Athens_17|Athens_11|Athens_10|Athens_5,Old Parliament → Numismatic Museum of Athens → Temple of Hephaestus → Athens War Museum → Temple of Olympian Zeus,5,3.5,211.4
Athens,87246644@N07,2,Athens_20|Athens_17|Athens_11|Athens_9|Athens_5,Old Parliament → Numismatic Museum of Athens → Temple of Hephaestus → Byzantine And Christian Museum → Temple of Olympian Zeus,5,3.5,223.8
Athens,87246644@N07,3,Athens_20|Athens_17|Athens_5|Athens_10|Athens_11,Old Parliament → Numismatic Museum of Athens → Temple of Olympian Zeus → Athens War Museum → Temple of Hephaestus,5,3.5,206.8
Athens,87443546@N00,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,87443546@N00,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,87443546@N00,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,87974483@N02,1,Athens_13|Athens_20|Athens_17|Athens_10|Athens_9,Museum of Cycladic Art → Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum,5,4.989,214.2
Athens,87974483@N02,2,Athens_13|Athens_20|Athens_17|Athens_9|Athens_10,Museum of Cycladic Art → Old Parliament → Numismatic Museum of Athens → Byzantine And Christian Museum → Athens War Museum,5,4.989,213.4
Athens,87974483@N02,3,Athens_13|Athens_20|Athens_10|Athens_17|Athens_9,Museum of Cycladic Art → Old Parliament → Athens War Museum → Numismatic Museum of Athens → Byzantine And Christian Museum,5,4.989,238.5
Athens,89254734@N00,1,Athens_20|Athens_17|Athens_11|Athens_10|Athens_5,Old Parliament → Numismatic Museum of Athens → Temple of Hephaestus → Athens War Museum → Temple of Olympian Zeus,5,3.5,211.4
Athens,89254734@N00,2,Athens_20|Athens_17|Athens_11|Athens_9|Athens_5,Old Parliament → Numismatic Museum of Athens → Temple of Hephaestus → Byzantine And Christian Museum → Temple of Olympian Zeus,5,3.5,223.8
Athens,89254734@N00,3,Athens_20|Athens_17|Athens_5|Athens_10|Athens_11,Old Parliament → Numismatic Museum of Athens → Temple of Olympian Zeus → Athens War Museum → Temple of Hephaestus,5,3.5,206.8
Athens,89509320@N05,1,Athens_20|Athens_17|Athens_10|Athens_3|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Ancient Agora of Athens → Byzantine And Christian Museum,5,3.0,275.0
Athens,89509320@N05,2,Athens_20|Athens_17|Athens_10|Athens_9|Athens_3,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Ancient Agora of Athens,5,3.0,242.7
Athens,89509320@N05,3,Athens_20|Athens_17|Athens_9|Athens_3|Athens_10,Old Parliament → Numismatic Museum of Athens → Byzantine And Christian Museum → Ancient Agora of Athens → Athens War Museum,5,3.0,274.2
Athens,9005878@N08,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,9005878@N08,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,9005878@N08,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,90091514@N06,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,90091514@N06,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,90091514@N06,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,91096499@N03,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,91096499@N03,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,91096499@N03,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,91205413@N03,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,91205413@N03,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,91205413@N03,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,91318108@N00,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,91318108@N00,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,91318108@N00,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,91468221@N00,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,91468221@N00,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,91468221@N00,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,92647872@N05,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,92647872@N05,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,92647872@N05,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,92903356@N04,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,4.989,208.0
Athens,92903356@N04,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,4.989,149.8
Athens,92903356@N04,3,Athens_20|Athens_17|Athens_9|Athens_13|Athens_10,Old Parliament → Numismatic Museum of Athens → Byzantine And Christian Museum → Museum of Cycladic Art → Athens War Museum,5,4.989,207.3
Athens,93311437@N00,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,93311437@N00,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,93311437@N00,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,94031111@N05,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,94031111@N05,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,94031111@N05,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,95039473@N03,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,95039473@N03,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,95039473@N03,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,95095654@N03,1,Athens_20|Athens_17|Athens_11|Athens_10|Athens_5,Old Parliament → Numismatic Museum of Athens → Temple of Hephaestus → Athens War Museum → Temple of Olympian Zeus,5,3.5,211.4
Athens,95095654@N03,2,Athens_20|Athens_17|Athens_11|Athens_9|Athens_5,Old Parliament → Numismatic Museum of Athens → Temple of Hephaestus → Byzantine And Christian Museum → Temple of Olympian Zeus,5,3.5,223.8
Athens,95095654@N03,3,Athens_20|Athens_17|Athens_5|Athens_10|Athens_11,Old Parliament → Numismatic Museum of Athens → Temple of Olympian Zeus → Athens War Museum → Temple of Hephaestus,5,3.5,206.8
Athens,95127930@N07,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,95127930@N07,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,95127930@N07,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,95273563@N08,1,Athens_20|Athens_17|Athens_10|Athens_11|Athens_5,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Temple of Hephaestus → Temple of Olympian Zeus,5,3.5,206.5
Athens,95273563@N08,2,Athens_20|Athens_17|Athens_10|Athens_5|Athens_11,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Temple of Olympian Zeus → Temple of Hephaestus,5,3.5,196.3
Athens,95273563@N08,3,Athens_20|Athens_17|Athens_9|Athens_11|Athens_5,Old Parliament → Numismatic Museum of Athens → Byzantine And Christian Museum → Temple of Hephaestus → Temple of Olympian Zeus,5,3.5,218.9
Athens,9538836@N08,1,Athens_11|Athens_20|Athens_17|Athens_5|Athens_10,Temple of Hephaestus → Old Parliament → Numismatic Museum of Athens → Temple of Olympian Zeus → Athens War Museum,5,3.5,196.2
Athens,9538836@N08,2,Athens_11|Athens_20|Athens_17|Athens_5|Athens_9,Temple of Hephaestus → Old Parliament → Numismatic Museum of Athens → Temple of Olympian Zeus → Byzantine And Christian Museum,5,3.5,209.3
Athens,9538836@N08,3,Athens_11|Athens_20|Athens_10|Athens_5|Athens_17,Temple of Hephaestus → Old Parliament → Athens War Museum → Temple of Olympian Zeus → Numismatic Museum of Athens,5,3.5,208.7
Athens,95486891@N07,1,Athens_20|Athens_17|Athens_10|Athens_13|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Museum of Cycladic Art → Byzantine And Christian Museum,5,2.489,208.0
Athens,95486891@N07,2,Athens_20|Athens_17|Athens_10|Athens_8|Athens_9,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Benaki Museum → Byzantine And Christian Museum,5,2.489,149.8
Athens,95486891@N07,3,Athens_20|Athens_17|Athens_10|Athens_9|Athens_13,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum → Museum of Cycladic Art,5,2.489,204.8
Athens,96032114@N05,1,Athens_11|Athens_5,Temple of Hephaestus → Temple of Olympian Zeus,2,1.0,94.2
Athens,96032114@N05,2,Athens_5|Athens_11,Temple of Olympian Zeus → Temple of Hephaestus,2,1.0,93.6
Athens,96032114@N05,3,Athens_11,Temple of Hephaestus,1,0.5,23.6
Athens,96334390@N06,1,Athens_13|Athens_20|Athens_17|Athens_10|Athens_9,Museum of Cycladic Art → Old Parliament → Numismatic Museum of Athens → Athens War Museum → Byzantine And Christian Museum,5,4.989,214.2
Athens,96334390@N06,2,Athens_13|Athens_20|Athens_17|Athens_9|Athens_10,Museum of Cycladic Art → Old Parliament → Numismatic Museum of Athens → Byzantine And Christian Museum → Athens War Museum,5,4.989,213.4
Athens,96334390@N06,3,Athens_13|Athens_20|Athens_10|Athens_17|Athens_9,Museum of Cycladic Art → Old Parliament → Athens War Museum → Numismatic Museum of Athens → Byzantine And Christian Museum,5,4.989,238.5
Athens,96348782@N02,1,Athens_20|Athens_17|Athens_10|Athens_11|Athens_5,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Temple of Hephaestus → Temple of Olympian Zeus,5,3.5,206.5
Athens,96348782@N02,2,Athens_20|Athens_17|Athens_10|Athens_5|Athens_11,Old Parliament → Numismatic Museum of Athens → Athens War Museum → Temple of Olympian Zeus → Temple of Hephaestus,5,3.5,196.3
Athens,96348782@N02,3,Athens_20|Athens_17|Athens_9|Athens_11|Athens_5,Old Parliament → Numismatic Museum of Athens → Byzantine And Christian Museum → Temple of Hephaestus → Temple of Olympian Zeus,5,3.5,218.9
